	motifs_int	motifs_str	ARSCAN	CHISCO	DICEN	LADYSS	LTIE	CDPC	CRDP	ECONOMIX	LAPPS	MODALX	CEDCAC	CREA	ERO	LEGS	MODYCO	CEDIN	CREF	HAR	LEME	MONDESA	CEJEC	CRESPPA	IDHES	LESC	PRETECH	CEREG	CRPM	IREPH	LICAE	SOPHIAPOL	CEROS	CSLF	IRERP	LINP2	CHAD	CTAD	ISP	LIPO
{59,81,83} {59,120}	[{81, 83, 59}, {120, 59}]	{feats_Number=Plur,pos_DET,feats_PronType=Art} {feats_Number=Plur,feats_Gender=Masc}	-inf	inf	12.000395518375141	inf	-inf	3.765783430941495	-inf	-inf	-inf	11.263579044645004	inf	inf	inf	inf	inf	inf	inf	inf	inf	-inf	10.905899425546812	inf	-inf	11.335110339707496	inf	inf	-inf	inf	-inf	inf	inf	inf	inf	12.512580611050051	-inf	inf	inf	inf
{81,83,1077} {3}	[{81, 83, 1077}, {3}]	{pos_DET,feats_PronType=Art,feats_Definite=Ind} {pos_NOUN}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.550334357862399	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	inf
{3,4} {4,5,75}	[{3, 4}, {75, 4, 5}]	{pos_NOUN,feats_Gender=Fem} {feats_Gender=Fem,feats_Number=Sing,pos_ADJ}	-inf	inf	10.537960910753647	12.156353593823068	-inf	-inf	-inf	-inf	-inf	10.55667234541921	-inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	10.41403131862591	-inf	-inf	10.52121842225172	-inf	-inf	-inf	inf	-inf	-inf	-inf	inf	-inf	10.81725148616705	-inf	-inf	inf	inf
{3,5} {20} {80,81,82,83} {5}	[{3, 5}, {20}, {80, 81, 82, 83}, {5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.391670308136723	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf
{4} {20} {4}	[{4}, {20}, {4}]	{feats_Gender=Fem} {pos_ADP} {feats_Gender=Fem}	-inf	inf	11.308391966010197	inf	-inf	10.540783903689242	-inf	-inf	-inf	10.703309351372319	inf	inf	inf	-inf	inf	inf	inf	-inf	inf	-inf	10.670994587436466	-inf	-inf	11.127097722898252	inf	inf	10.173626178884396	inf	-inf	inf	inf	-inf	inf	11.059023588154592	-inf	inf	inf	inf
{5} {20} {4} {5}	[{5}, {20}, {4}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Gender=Fem} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	10.684680071441242	-inf	-inf	-inf	12.194770892816177	inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	12.069681176028396	-inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	inf	-inf	-inf	inf	inf	-inf
{5,80,81,82,83} {5} {37}	[{5, 80, 81, 82, 83}, {5}, {37}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_PUNCT}	-inf	inf	-inf	inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	inf	-inf	inf	-inf	inf	inf	inf	inf	inf	inf	inf
{5,81,83} {101}	[{81, 83, 5}, {101}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_PROPN}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf
{5,2601,2603,2605}	[{2601, 2605, 2603, 5}]	{feats_Number=Sing,pos_AUX,feats_Person=3,feats_VerbForm=Fin}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.596199914343567	inf	-inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.483998483334576	inf	11.336123277991923	-inf	inf	-inf	inf	-inf	-inf	10.78596855688481	10.746266678351093	-inf	11.199172307380067	inf	inf
{19,20} {5,81} {3,4,5}	[{19, 20}, {81, 5}, {3, 4, 5}]	{lemma_de,pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Gender=Fem,feats_Number=Sing}	-inf	inf	inf	inf	-inf	inf	-inf	-inf	-inf	inf	inf	inf	inf	-inf	inf	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	inf	-inf	inf	inf	inf	inf	inf	-inf	inf	inf	inf
{19,20,50,52} {5,81,120} {5,120}	[{50, 19, 20, 52}, {120, 81, 5}, {120, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET,feats_Gender=Masc} {feats_Number=Sing,feats_Gender=Masc}	-inf	inf	10.351875572915505	-inf	-inf	10.289028477641637	-inf	-inf	-inf	10.41793538943602	inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	10.400152704420853	-inf	-inf	10.300191804212755	inf	-inf	-inf	-inf	-inf	inf	inf	-inf	11.080212334870085	-inf	-inf	inf	inf	-inf
{52} {59,81} {3,59}	[{52}, {81, 59}, {59, 3}]	{wp_▁de} {feats_Number=Plur,pos_DET} {pos_NOUN,feats_Number=Plur}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.927232006727907	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf
{81} {3,4} {4,75}	[{81}, {3, 4}, {75, 4}]	{pos_DET} {pos_NOUN,feats_Gender=Fem} {feats_Gender=Fem,pos_ADJ}	-inf	inf	10.380855082073627	11.64222197547503	-inf	10.280085025667358	-inf	-inf	-inf	10.281447167011052	inf	11.091141994008025	inf	-inf	10.963035881599433	11.324446771845203	-inf	-inf	-inf	-inf	10.454018507076297	-inf	-inf	10.347238775643833	inf	10.959525236034862	-inf	inf	-inf	inf	-inf	11.661116722034896	10.731086041591047	10.443201118433315	-inf	11.189748876448592	inf	inf
{81} {3,120} {75,120}	[{81}, {120, 3}, {120, 75}]	{pos_DET} {pos_NOUN,feats_Gender=Masc} {pos_ADJ,feats_Gender=Masc}	-inf	inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	11.519175453973475	inf	inf	inf	-inf	inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.841539309180332	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	-inf	inf	inf	-inf
{120} {3,120} {20}	[{120}, {120, 3}, {20}]	{feats_Gender=Masc} {pos_NOUN,feats_Gender=Masc} {pos_ADP}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.496558090391252	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	11.454202334269821	-inf	-inf	11.649044946296026	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	inf	-inf	inf	inf	inf
{120} {20} {81} {4}	[{120}, {20}, {81}, {4}]	{feats_Gender=Masc} {pos_ADP} {pos_DET} {feats_Gender=Fem}	-inf	inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	10.712769451672973	inf	inf	inf	-inf	inf	inf	inf	-inf	-inf	-inf	10.746116165359522	-inf	-inf	10.669030210958583	inf	inf	-inf	inf	-inf	inf	-inf	-inf	11.732211504246047	11.434027639226867	-inf	inf	inf	-inf
{1125} {81,83} {3}	[{1125}, {81, 83}, {3}]	{pos_VERB} {pos_DET,feats_PronType=Art} {pos_NOUN}	-inf	inf	10.484396922039162	10.682915410841575	-inf	-inf	-inf	-inf	-inf	10.30942992542082	inf	11.048254728385913	inf	-inf	11.63195705849878	-inf	-inf	-inf	12.523869882327721	-inf	-inf	-inf	-inf	10.434416839570723	inf	-inf	-inf	inf	-inf	inf	inf	-inf	10.674400800531215	10.497063626104712	-inf	inf	inf	-inf
{2603} {5,1125}	[{2603}, {1125, 5}]	{feats_Person=3} {feats_Number=Sing,pos_VERB}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	12.546010644782335	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf
{2698} {5,2602,2603,2605}	[{2698}, {2605, 2602, 2603, 5}]	{pos_PRON} {feats_Number=Sing,feats_Mood=Ind,feats_Person=3,feats_VerbForm=Fin}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	inf
{3} {20} {5,81,83} {3,4,5}	[{3}, {20}, {81, 83, 5}, {3, 4, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem,feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	inf	-inf	inf	inf	-inf
{3,5} {5,120}	[{3, 5}, {120, 5}]	{pos_NOUN,feats_Number=Sing} {feats_Number=Sing,feats_Gender=Masc}	-inf	inf	10.457816440936254	10.898768195363948	-inf	10.219114630118781	-inf	-inf	-inf	10.345190677336731	inf	11.011159562329063	inf	-inf	10.956029669275908	inf	-inf	-inf	-inf	-inf	10.302356003597477	-inf	-inf	10.40254120009758	inf	10.83073486386415	-inf	inf	-inf	inf	-inf	-inf	10.636353169593855	10.362056615519556	-inf	11.006039886295957	inf	-inf
{3,5} {20} {5,81,83} {3,5}	[{3, 5}, {20}, {81, 83, 5}, {3, 5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	inf	-inf	inf	inf	inf
{4} {4} {5}	[{4}, {4}, {5}]	{feats_Gender=Fem} {feats_Gender=Fem} {feats_Number=Sing}	-inf	inf	11.293108372347387	-inf	-inf	-inf	-inf	-inf	-inf	10.84279983517387	-inf	inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	11.442572800694876	-inf	-inf	inf	inf
{4} {20} {5,80,81,82,83} {5}	[{4}, {20}, {5, 80, 81, 82, 83}, {5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	inf	-inf	inf	inf	-inf
{4,5} {20} {81} {5}	[{4, 5}, {20}, {81}, {5}]	{feats_Gender=Fem,feats_Number=Sing} {pos_ADP} {pos_DET} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf
{5} {3} {20} {81} {5}	[{5}, {3}, {20}, {81}, {5}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {pos_DET} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.3312546634104	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf
{5} {3,4,5} {5}	[{5}, {3, 4, 5}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Gender=Fem,feats_Number=Sing} {feats_Number=Sing}	-inf	inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	12.040405336767757	inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	-inf	inf	inf	inf
{5} {3,5} {20} {81,83}	[{5}, {3, 5}, {20}, {81, 83}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.592231720535445	inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	10.68080631473756	-inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	11.328290472793949	-inf	inf	inf	-inf
{5} {3,5,120} {5}	[{5}, {120, 3, 5}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing,feats_Gender=Masc} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	10.299439805590673	-inf	-inf	-inf	10.300530725196468	inf	11.107091144827274	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.219735557221359	inf	10.52869215946337	-inf	inf	-inf	inf	-inf	-inf	10.65332314850912	10.309046661950449	-inf	10.579178577523841	inf	inf
{5} {5} {20} {81,83} {4}	[{5}, {5}, {20}, {81, 83}, {4}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Fem}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.093373281260334	10.73212302514081	10.34830731508626	11.443201118433315	-inf	-inf	10.62099943383904	-inf	-inf	-inf	-inf	10.111644955618912	-inf	-inf	10.112027332076462	inf	10.293108372347387	-inf	-inf	-inf	inf	-inf	-inf	-inf	10.222050465682543	-inf	10.42460150571716	-inf	-inf
{5} {19,20} {5,81,83} {5}	[{5}, {19, 20}, {81, 83, 5}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.482610481707566	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	10.893069437891906	-inf	-inf	10.499365639608177	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	10.957666763846868	-inf	inf	inf	-inf
{5,81,83} {5} {20} {81}	[{81, 83, 5}, {5}, {20}, {81}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {pos_DET}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.543138428053066	inf	inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.972961406645446	-inf	-inf	10.876524646283862	inf	11.092464356502482	-inf	inf	-inf	inf	-inf	-inf	inf	10.73303209539848	-inf	inf	inf	inf
{5,120} {3,5} {20}	[{120, 5}, {3, 5}, {20}]	{feats_Number=Sing,feats_Gender=Masc} {pos_NOUN,feats_Number=Sing} {pos_ADP}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.593583840322808	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	10.412212557288823	-inf	-inf	10.47746851547134	inf	10.758233933317538	-inf	inf	-inf	inf	-inf	-inf	inf	10.710520566595424	-inf	inf	inf	-inf
{5,120} {20} {81} {3}	[{120, 5}, {20}, {81}, {3}]	{feats_Number=Sing,feats_Gender=Masc} {pos_ADP} {pos_DET} {pos_NOUN}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.540139560914332	inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	10.945317388260097	-inf	-inf	10.514496542887265	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	10.910414688018154	-inf	inf	inf	-inf
{5,120} {120} {20} {5}	[{120, 5}, {120}, {20}, {5}]	{feats_Number=Sing,feats_Gender=Masc} {feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	-inf	inf	inf	-inf
{20} {3,120}	[{20}, {120, 3}]	{pos_ADP} {pos_NOUN,feats_Gender=Masc}	-inf	inf	10.601487522347417	-inf	-inf	-inf	-inf	-inf	-inf	10.364598862614198	inf	inf	inf	inf	-inf	inf	inf	inf	-inf	-inf	10.511843548362098	-inf	-inf	10.559322801759988	inf	11.406519894097276	-inf	inf	-inf	inf	inf	-inf	-inf	-inf	-inf	11.733175532348664	inf	inf
{20} {59} {4}	[{20}, {59}, {4}]	{pos_ADP} {feats_Number=Plur} {feats_Gender=Fem}	-inf	inf	10.618472403313108	-inf	-inf	-inf	-inf	-inf	-inf	10.911282519391099	inf	inf	inf	-inf	inf	inf	inf	-inf	inf	-inf	9.742618567618791	10.626575290674475	-inf	10.577077715224092	inf	inf	-inf	inf	-inf	inf	inf	inf	inf	10.996575672279752	-inf	-inf	inf	9.548371086642181
{20} {81,83} {3} {5}	[{20}, {81, 83}, {3}, {5}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {feats_Number=Sing}	-inf	inf	inf	-inf	-inf	10.956657583934868	-inf	-inf	-inf	inf	inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	-inf
{20,727,1403,1405} {80,81,82,83}	[{1403, 20, 1405, 727}, {80, 81, 82, 83}]	{pos_ADP,lemma_à,feats_à,wp_▁à} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	-inf	inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	inf	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	-inf	-inf	inf	-inf	inf	-inf	-inf	inf	inf	-inf	inf	inf	-inf
{20,727,1405} {5,81,83} {5}	[{20, 1405, 727}, {81, 83, 5}, {5}]	{pos_ADP,lemma_à,wp_▁à} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.418148754501487	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	10.417060301325131	-inf	-inf	10.494094851037437	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	11.328352085044102	inf	-inf
{20,1638,1641}	[{1641, 20, 1638}]	{pos_ADP,lemma_en,wp_▁en}	-inf	inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	11.933152373723914	inf	inf	inf	-inf	inf	inf	inf	-inf	inf	-inf	11.138308689320585	-inf	-inf	inf	inf	inf	10.430874511289813	inf	-inf	inf	-inf	-inf	-inf	inf	-inf	inf	inf	inf
{59} {59} {20} {5}	[{59}, {59}, {20}, {5}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {feats_Number=Sing}	-inf	inf	inf	inf	-inf	-inf	-inf	-inf	-inf	inf	inf	inf	inf	inf	inf	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	inf	-inf	inf	inf	-inf	inf	inf	-inf	inf	inf	inf
{80,81,82,83} {3} {37}	[{80, 81, 82, 83}, {3}, {37}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_PUNCT}	-inf	inf	10.746220981392918	inf	-inf	-inf	10.294142668023822	-inf	-inf	10.722804258803565	inf	inf	inf	-inf	inf	inf	inf	inf	-inf	-inf	10.694461116379605	-inf	-inf	10.657571584983296	inf	inf	-inf	inf	-inf	inf	inf	-inf	11.266125453082275	10.645797065243796	10.471763332950118	11.320495573575045	inf	inf
{81} {3} {19,20} {5} {5}	[{81}, {3}, {19, 20}, {5}, {5}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	inf	inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	inf	-inf	inf	inf	-inf
{81,83} {3,4} {75}	[{81, 83}, {3, 4}, {75}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem} {pos_ADJ}	-inf	inf	10.622133130886885	inf	-inf	10.489031451629565	-inf	-inf	-inf	10.764757096791607	inf	inf	inf	-inf	inf	inf	-inf	-inf	-inf	-inf	10.508803481601506	-inf	-inf	10.546969455656706	inf	11.206805203982373	-inf	inf	-inf	inf	-inf	inf	11.420970211772236	10.780210104442016	-inf	inf	inf	inf
{909,910,911,913} {19,20,50,52,263} {5,80,81,82,83,120,915,916} {5,120}	[{913, 909, 910, 911}, {263, 50, 19, 20, 52}, {5, 80, 81, 82, 83, 915, 916, 120}, {120, 5}]	{lemma_du,pos_du,feats_du,wp_▁du} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Gender=Masc,dep_le,wp_▁le} {feats_Number=Sing,feats_Gender=Masc}	-inf	inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	inf	inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	inf	inf	-inf	-inf	-inf	-inf	inf	inf	-inf	inf	-inf	-inf	inf	inf	-inf
{2603} {120}	[{2603}, {120}]	{feats_Person=3} {feats_Gender=Masc}	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.581236336233982	inf	inf	inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	10.821127508786642	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	-inf	-inf	inf	inf	-inf
{2698} {1125,2602,2603,2605}	[{2698}, {2605, 2602, 2603, 1125}]	{pos_PRON} {pos_VERB,feats_Mood=Ind,feats_Person=3,feats_VerbForm=Fin}	-inf	inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	inf	-inf	inf	-inf	-inf	-inf	-inf	-inf	inf	inf	inf
{3} {20} {5,81} {3,5}	[{3}, {20}, {81, 5}, {3, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	-inf	inf	10.577757420900197	9.592993186467929	-inf	6.351560783497546	8.99505160967191	11.172863110172543	-inf	10.414322878364702	inf	inf	inf	inf	10.749959791083116	inf	inf	inf	8.987994354605485	-inf	10.480385165183511	-inf	-inf	10.523451254166085	inf	10.726112415745947	-inf	inf	-inf	inf	inf	11.14754884703536	10.563785324170402	10.645031991211294	9.14930203367521	10.764182427312083	inf	9.068972798885595
{4,5,80,81,82,83} {4,5}	[{4, 5, 80, 81, 82, 83}, {4, 5}]	{feats_Gender=Fem,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Fem,feats_Number=Sing}	-inf	inf	inf	8.94135621130836	-inf	4.621158402896613	8.713754131756057	8.257977825861525	-inf	inf	inf	inf	inf	2.9841855609431533	8.883806665681554	inf	inf	10.102963344707634	6.785196802838074	0.48826475398206737	inf	1.4098841910899984	-inf	inf	inf	inf	0.38986276356302785	inf	-inf	inf	7.933284219844422	inf	inf	inf	8.89116993631527	7.688326827066638	inf	inf
{5} {4,5} {5}	[{5}, {4, 5}, {5}]	{feats_Number=Sing} {feats_Gender=Fem,feats_Number=Sing} {feats_Number=Sing}	-inf	inf	inf	inf	-inf	11.132539437215149	10.887459374853371	-inf	-inf	inf	inf	inf	inf	-inf	inf	inf	-inf	-inf	inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	inf	-inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
{5} {20} {81,83} {4}	[{5}, {20}, {81, 83}, {4}]	{feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Fem}	-inf	inf	inf	inf	-inf	11.977369323555617	-inf	-inf	-inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-inf	inf	-inf	-inf	inf	inf	inf	-inf	inf	-inf	inf	inf	inf	inf	inf	-inf	inf	inf	inf
{5,81} {5} {20} {5}	[{81, 5}, {5}, {20}, {5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	-inf	inf	10.691448629540282	inf	-inf	10.30568454963436	-inf	-inf	-inf	10.51821400526437	inf	inf	inf	inf	inf	inf	inf	inf	inf	-inf	10.620043540247337	-inf	-inf	10.647074478269442	inf	10.900912183196713	-inf	inf	-inf	inf	inf	inf	inf	10.594642409797965	-inf	10.85722832562551	inf	inf
{5,81,83} {5} {19,20}	[{81, 83, 5}, {5}, {19, 20}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {lemma_de,pos_ADP}	-inf	inf	10.191798709511273	-inf	-inf	-inf	-inf	-inf	-inf	10.284686476677498	11.843596252813008	10.629004329766389	inf	inf	10.607595608977707	10.797980052025304	10.754073052263593	inf	-inf	-inf	-inf	-inf	-inf	10.183268385368553	inf	10.519068698188368	-inf	-inf	-inf	inf	inf	10.89777635889738	10.345529220260916	10.356150560454248	-inf	10.524508261574349	inf	inf
{81,83} {4} {4}	[{81, 83}, {4}, {4}]	{pos_DET,feats_PronType=Art} {feats_Gender=Fem} {feats_Gender=Fem}	-inf	inf	10.124137120485074	10.33309567623384	-inf	10.062347087194594	9.993991529522065	-inf	-inf	10.106169706912906	10.847787142591352	10.454458999363075	inf	inf	10.315176001453501	10.32371664109316	10.481264869648818	inf	10.295943145741234	-inf	10.112572472840807	-inf	-inf	10.11790811018415	inf	10.297309175487296	-inf	inf	-inf	inf	11.110410924858497	10.6083189673345	10.191167766938095	10.169812053564959	10.066133382440206	10.307784286879727	inf	11.746444135655652
{1125,2604,2605}	[{2605, 2604, 1125}]	{pos_VERB,feats_Tense=Pres,feats_VerbForm=Fin}	-inf	inf	inf	inf	-inf	-inf	-inf	-inf	-inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-inf	-inf	-inf	-inf	inf	inf	inf	-inf	-inf	-inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	inf
